提交编号,题目编号,题目名称,状态,分数,总时间,内存,语言,代码长度,提交者,提交时间
316044,2980,「THUSCH 2017」大魔法师,Accepted,100,32723 ms,69.25 M,C++ 11,3.9 K,iot,2019-01-19 09:32:32
315899,2977,「THUSCH 2017」巧克力,Accepted,100,95151 ms,1.62 M,C++ 11,3.0 K,iot,2019-01-18 22:36:43
294562,558,「Antileaf's Round」我们的 CPU 遭到攻击,Accepted,100,44549 ms,16.34 M,C++ 11,2.5 K,iot,2018-12-22 17:02:42
275986,6434,「PKUSC2018」主斗地,Accepted,100,9662 ms,256 K,C++ 11,2.5 K,iot,2018-11-29 21:35:12
275822,6437,「PKUSC2018」PKUSC,Accepted,100,1628 ms,252 K,C++ 11,3.3 K,iot,2018-11-29 19:31:02
275175,2542,「PKUWC2018」随机游走,Accepted,100,433 ms,3.20 M,C++ 11,1.6 K,iot,2018-11-28 23:03:03
275132,2409,「THUPC 2017」小 L 的计算题 / Sum,Accepted,100,1948 ms,23.79 M,C++ 11,2.3 K,iot,2018-11-28 21:54:28
274760,6436,「PKUSC2018」神仙的游戏,Accepted,100,6965 ms,28.73 M,C++ 11,1.6 K,iot,2018-11-28 16:03:16
274698,6432,「PKUSC2018」真实排名,Accepted,100,934 ms,2.80 M,C++ 11,1.3 K,iot,2018-11-28 15:05:16
274521,6435,「PKUSC2018」星际穿越,Accepted,100,4332 ms,71.19 M,C++ 11,1.3 K,iot,2018-11-28 12:32:13
274387,2541,「PKUWC2018」猎人杀,Accepted,100,1532 ms,4.00 M,C++ 11,1.8 K,iot,2018-11-28 09:49:30
274259,2538,「PKUWC2018」Slay the Spire,Accepted,100,5929 ms,130.87 M,C++ 11,1.9 K,iot,2018-11-27 22:32:08
274151,2537,「PKUWC2018」Minimax,Accepted,100,1585 ms,70.50 M,C++ 11,1.8 K,iot,2018-11-27 20:53:52
274087,6396,「THUPC2018」弗雷兹的玩具商店 / Toyshop,Accepted,100,9146 ms,387.11 M,C++ 11,2.7 K,iot,2018-11-27 19:45:01
273593,2289,「THUWC 2017」在美妙的数学王国中畅游,Accepted,100,21779 ms,18.14 M,C++ 11,3.0 K,iot,2018-11-27 11:34:46
273474,6398,「THUPC2018」生生不息 / Lives,Accepted,100,3 ms,252 K,C++ 11,633 B,iot,2018-11-27 08:25:14
273404,6397,「THUPC2018」蛋糕 / Cake,Accepted,100,21 ms,200 K,C++ 11,934 B,iot,2018-11-26 22:32:37
273379,2540,「PKUWC2018」随机算法,Accepted,100,76 ms,7.62 M,C++ 11,1.5 K,iot,2018-11-26 21:49:31
273348,6395,「THUPC2018」城市地铁规划 / City,Accepted,100,508 ms,364 K,C++ 11,1.1 K,iot,2018-11-26 21:14:06
273264,6392,「THUPC2018」密码学第三次小作业 / Rsa,Accepted,100,391 ms,248 K,C++ 11,1.2 K,iot,2018-11-26 19:58:59
273056,6388,「THUPC2018」赛艇 / Citing,Accepted,100,23312 ms,487.37 M,C++ 11,2.6 K,iot,2018-11-26 17:05:36
272972,6387,「THUPC2018」绿绿与串串 / String,Accepted,100,769 ms,20.27 M,C++ 11,1.3 K,iot,2018-11-26 15:24:24
272939,2292,「THUSC 2016」成绩单,Accepted,100,1386 ms,60.37 M,C++ 11,1.2 K,iot,2018-11-26 14:39:21
272731,2291,「THUSC 2016」补退选,Accepted,100,2386 ms,110.15 M,C++ 11,1.3 K,iot,2018-11-26 11:05:05
272699,2290,「THUWC 2017」随机二分图,Accepted,100,15128 ms,23.00 M,C++ 11,1.4 K,iot,2018-11-26 10:14:58
270432,2039,「SHOI2015」激光发生器,Accepted,100,63 ms,252 K,C++ 11,2.8 K,iot,2018-11-23 15:48:37
269030,2865,「IOI2018」狼人,Accepted,100,22942 ms,693 K,C++ 11,2.7 K,iot,2018-11-20 22:23:35
268937,2864,「IOI2018」排座位,Accepted,100,58791 ms,2.76 M,C++ 11,2.6 K,iot,2018-11-20 19:10:22
268796,2863,「IOI2018」组合动作,Accepted,100,2020 ms,40 K,C++ 11,665 B,iot,2018-11-20 14:43:35
255003,2019,「AHOI / HNOI2017」影魔,Accepted,100,2354 ms,19.83 M,C++ 11,2.2 K,iot,2018-11-01 21:12:42
254780,2018,「AHOI / HNOI2017」单旋,Accepted,100,744 ms,8.86 M,C++ 11,4.5 K,iot,2018-11-01 19:56:32
254774,2005,「SDOI2017」相关分析,Accepted,100,1623 ms,14.73 M,C++ 11,2.8 K,iot,2018-11-01 19:55:36
244238,2516,「CEOI2011」Traffic,Accepted,100,3673 ms,27.37 M,C++ 11,2.3 K,iot,2018-10-25 20:08:59
243856,2480,「CEOI2017」One-Way Streets,Accepted,100,1083 ms,11.65 M,C++ 11,2.8 K,iot,2018-10-25 17:21:38
240762,2487,「CEOI2011」Balloons,Accepted,100,1128 ms,3.29 M,C++ 11,770 B,iot,2018-10-23 15:13:10
239598,6250,「CodePlus 2017 11 月赛」找爸爸,Accepted,100,664 ms,103.62 M,C++ 11,1.2 K,iot,2018-10-22 16:58:53
152341,127,最大流 加强版,Accepted,100,8925 ms,3.87 M,C++ 11,1.9 K,iot,2018-08-09 21:16:55
140650,2587,「APIO2018」铁人两项,Accepted,100,4219 ms,14.62 M,C++ 11,1.4 K,iot,2018-07-27 17:29:23
139578,2319,「NOIP2017」列队,Accepted,100,4050 ms,44.49 M,C++ 11,1.7 K,iot,2018-07-25 20:16:00
137878,119,单源最短路,Accepted,100,42 ms,1.50 M,C++ 11,2.1 K,iot,2018-07-23 11:00:33
136068,2721,「NOI2018」屠龙勇士,Accepted,100,4804 ms,6.62 M,C++ 11,1.9 K,iot,2018-07-20 19:49:34
134114,6252,「CodePlus 2017 11 月赛」大吉大利，晚上吃鸡！,Accepted,100,244 ms,2.75 M,C++ 11,1.1 K,iot,2018-07-16 17:16:52
130057,2384,「HNOI2013」切糕,Accepted,100,493 ms,10.12 M,C++ 11,1.8 K,iot,2018-07-07 17:06:06
123890,2431,「POI2014」酒店 Hotel,Accepted,100,184 ms,19.87 M,C++ 11,1.3 K,iot,2018-06-22 21:58:17
116656,6433,「PKUSC2018」最大前缀和,Accepted,100,1946 ms,24.12 M,C++ 11,1008 B,iot,2018-06-07 08:21:46
114023,2546,「JSOI2018」潜入行动,Accepted,100,1851 ms,158.12 M,C++ 11,1.7 K,iot,2018-05-31 07:41:29
104359,2555,「CTSC2018」混合果汁,Accepted,100,4270 ms,59.75 M,C++ 11,2.1 K,iot,2018-05-15 16:48:53
103543,2552,「CTSC2018」假面,Accepted,100,14418 ms,344 K,C++ 11,1.6 K,iot,2018-05-13 11:11:44
99929,6043,「雅礼集训 2017 Day7」蛐蛐国的修墙方案,Accepted,100,18457 ms,252 K,C++ 11,956 B,iot,2018-05-02 15:13:59
91843,2495,「AHOI / HNOI2018」转盘,Accepted,100,6312 ms,4.55 M,C++ 11,1.5 K,iot,2018-04-16 17:19:49
85113,6004,「网络流 24 题」圆桌聚餐,Accepted,100,75 ms,1.15 M,C++ 11,1.6 K,iot,2018-04-07 20:33:50
85104,6006,「网络流 24 题」试题库,Accepted,100,39 ms,500 K,C++ 11,1.6 K,iot,2018-04-07 20:02:06
55045,2021,「AHOI / HNOI2017」大佬,Accepted,100,579 ms,4.95 M,C++ 11,1.7 K,iot,2018-01-08 19:46:46
38367,4,Quine,Accepted,100,111 ms,3.49 M,Python 3,28 B,iot,2017-11-09 16:30:23
38279,3,Copycat,Accepted,100,63 ms,456 K,C++,244 B,iot,2017-11-09 15:13:02
38278,2,"Hello, World!",Accepted,100,3 ms,376 K,C++,136 B,iot,2017-11-09 15:11:18
38276,1,A + B Problem,Accepted,100,11 ms,500 K,C++,346 B,iot,2017-11-09 15:10:31
