提交编号,题目编号,题目名称,状态,分数,总时间,内存,语言,代码长度,提交者,提交时间
216823,2612,「NOIP2013」花匠,Accepted,100,1064 ms,23.00 M,C++,417 B,cutekibry,2018-10-03 15:45:15
216734,2599,「NOIP2011」计算系数,Accepted,100,46 ms,4.00 M,C++ 11,473 B,cutekibry,2018-10-03 14:37:02
216605,2609,「NOIP2013」火柴排队,Accepted,100,137 ms,2.37 M,C++ 11,991 B,cutekibry,2018-10-03 11:30:52
215965,2603,「NOIP2012」国王游戏,Accepted,100,277 ms,636 K,C++ 11,1.8 K,cutekibry,2018-10-02 16:00:49
215935,2360,「NOIP2016」换教室,Accepted,100,3046 ms,61.50 M,Pascal,2.0 K,cutekibry,2018-10-02 15:33:19
215934,2500,「NOIP2014」飞扬的小鸟,Accepted,100,551 ms,252 K,Pascal,1.8 K,cutekibry,2018-10-02 15:33:10
213143,2362,「NOIP2016」蚯蚓,Accepted,100,1790 ms,53.95 M,C++ 11,2.4 K,cutekibry,2018-09-29 7:11:23
210515,2318,「NOIP2017」宝藏,Accepted,100,1128 ms,508 K,C++ 11,1.5 K,cutekibry,2018-09-26 13:22:54
208979,2423,「NOIP2015」跳石头,Accepted,100,66 ms,380 K,C++ 11,592 B,cutekibry,2018-09-25 12:07:00
208978,2317,「NOIP2017」奶酪,Accepted,100,447 ms,124 K,C++ 11,1.1 K,cutekibry,2018-09-25 12:06:42
208278,2422,「NOIP2015」斗地主,Accepted,100,1660 ms,124 K,C++ 11,2.2 K,cutekibry,2018-09-23 21:55:32
208238,2424,「NOIP2015」子串,Accepted,100,280 ms,1.75 M,C++ 11,1.3 K,cutekibry,2018-09-23 21:01:40
207722,2610,「NOIP2013」货车运输,Accepted,100,325 ms,2.35 M,C++ 11,2.5 K,cutekibry,2018-09-23 11:00:11
207721,2363,「NOIP2016」愤怒的小鸟,Accepted,100,736 ms,2.12 M,C++ 11,1.3 K,cutekibry,2018-09-23 10:59:52
207719,2595,「NOIP2010」引水入城,Accepted,100,135 ms,5.75 M,C++ 11,1.8 K,cutekibry,2018-09-23 10:59:15
207718,2591,「NOIP2009」靶形数独,Accepted,100,1643 ms,124 K,C++ 11,1.9 K,cutekibry,2018-09-23 10:58:58
207717,2590,「NOIP2009」最优贸易,Accepted,100,516 ms,3.37 M,C++ 11,2.2 K,cutekibry,2018-09-23 10:58:36
207716,2600,「NOIP2011」聪明的质监员,Accepted,100,900 ms,6.25 M,C++ 11,1.0 K,cutekibry,2018-09-23 10:58:16
207714,2606,「NOIP2012」借教室,Accepted,100,1717 ms,8.12 M,C++ 11,1.2 K,cutekibry,2018-09-23 10:57:53
207713,2594,「NOIP2010」关押罪犯,Accepted,100,214 ms,1.37 M,C++ 11,667 B,cutekibry,2018-09-23 10:57:21
207712,2502,「NOIP2014」寻找道路,Accepted,100,136 ms,5.87 M,C++ 11,1.0 K,cutekibry,2018-09-23 10:57:15
207711,2597,「NOIP2011」选择客栈,Accepted,100,2228 ms,23.00 M,C++ 11,756 B,cutekibry,2018-09-23 10:56:21
207709,2593,「NOIP2010」乌龟棋,Accepted,100,540 ms,92.37 M,C++ 11,884 B,cutekibry,2018-09-23 10:55:05
207706,2361,「NOIP2016」组合数问题,Accepted,100,868 ms,28.98 M,C++ 11,574 B,cutekibry,2018-09-23 10:54:10
207702,2605,「NOIP2012」同余方程,Accepted,100,27 ms,124 K,C++ 11,318 B,cutekibry,2018-09-23 10:53:20
207701,2608,「NOIP2013」转圈游戏,Accepted,100,28 ms,124 K,C++ 11,323 B,cutekibry,2018-09-23 10:52:58
207700,2588,「NOIP2009」潜伏者,Accepted,100,35 ms,252 K,C++ 11,856 B,cutekibry,2018-09-23 10:52:08
207697,2358,「NOIP2016」玩具谜题,Accepted,100,252 ms,1.50 M,C++ 11,461 B,cutekibry,2018-09-23 10:51:38
207696,2611,「NOIP2013」积木大赛,Accepted,100,52 ms,508 K,C++ 11,398 B,cutekibry,2018-09-23 10:50:52
207694,2501,「NOIP2014」无线网络发射器选址,Accepted,100,28 ms,124 K,C++ 11,646 B,cutekibry,2018-09-23 10:49:59
207692,2602,「NOIP2012」Vigenère 密码,Accepted,100,20 ms,124 K,C++ 11,444 B,cutekibry,2018-09-23 10:49:37
207689,2592,「NOIP2010」机器翻译,Accepted,100,39 ms,252 K,C++ 11,468 B,cutekibry,2018-09-23 10:48:47
207687,2596,「NOIP2011」铺地毯,Accepted,100,45 ms,252 K,C++ 11,422 B,cutekibry,2018-09-23 10:47:56
207682,2498,「NOIP2014」生活大爆炸版石头剪刀布,Accepted,100,20 ms,124 K,C++ 11,604 B,cutekibry,2018-09-23 10:47:03
207678,2499,「NOIP2014」联合权值,Accepted,100,306 ms,7.37 M,C++ 11,1.4 K,cutekibry,2018-09-23 10:45:12
207677,2421,「NOIP2015」信息传递,Accepted,100,108 ms,1.87 M,C++ 11,646 B,cutekibry,2018-09-23 10:43:59
207676,2420,「NOIP2015」神奇的幻方,Accepted,100,30 ms,124 K,C++ 11,578 B,cutekibry,2018-09-23 10:43:42
207674,2316,「NOIP2017」逛公园,Accepted,100,2827 ms,38.00 M,C++ 11,2.3 K,cutekibry,2018-09-23 10:41:51
207673,2315,「NOIP2017」时间复杂度 ,Accepted,100,23 ms,124 K,C++ 11,1.3 K,cutekibry,2018-09-23 10:41:27
207672,2314,「NOIP2017」小凯的疑惑,Accepted,100,41 ms,124 K,C++ 11,124 B,cutekibry,2018-09-23 10:40:59
205935,538,「LibreOJ NOIP Round #1」数列递推,Accepted,100,2023 ms,544 K,C++ 11,1.2 K,cutekibry,2018-09-21 14:02:09
205866,537,「LibreOJ NOIP Round #1」DNA 序列,Accepted,100,339 ms,23.12 M,C++ 11,610 B,cutekibry,2018-09-21 12:56:48
205109,111,后缀排序,Accepted,100,1358 ms,20.18 M,C++ 11,1.0 K,cutekibry,2018-09-20 17:34:39
204820,115,无源汇有上下界可行流,Accepted,100,34 ms,604 K,C++ 11,2.4 K,cutekibry,2018-09-20 13:59:16
203277,114,k 大异或和,Accepted,100,228 ms,180 K,C++ 11,866 B,cutekibry,2018-09-19 13:06:01
202285,133,二维树状数组 1：单点修改，区间查询 ,Accepted,100,2876 ms,64.96 M,C++ 11,868 B,cutekibry,2018-09-18 17:40:57
201903,123,最小生成树,Accepted,100,1688 ms,6.62 M,C++ 11,942 B,cutekibry,2018-09-18 13:51:08
201873,113,最大异或和,Accepted,100,14 ms,124 K,C++ 11,546 B,cutekibry,2018-09-18 13:33:06
201480,127,最大流 加强版,Accepted,100,10128 ms,3.00 M,C++ 11,3.0 K,cutekibry,2018-09-17 21:45:21
200427,119,非负权单源最短路,Accepted,100,42 ms,636 K,C++ 11,1.4 K,cutekibry,2018-09-16 20:01:25
200405,107,维护全序集,Accepted,100,1223 ms,14.52 M,C++ 11,1.9 K,cutekibry,2018-09-16 19:45:55
200233,112,三维偏序,Accepted,100,1164 ms,3.43 M,C++ 11,1.7 K,cutekibry,2018-09-16 16:33:17
200231,110,乘法逆元,Accepted,100,689 ms,22.96 M,C++ 11,285 B,cutekibry,2018-09-16 16:32:10
200218,109,并查集,Accepted,100,1877 ms,30.62 M,C++ 11,850 B,cutekibry,2018-09-16 16:27:03
199730,106,二逼平衡树,Accepted,100,1032 ms,115.60 M,C++ 11,4.4 K,cutekibry,2018-09-15 23:00:31
199723,105,文艺平衡树,Accepted,100,907 ms,2.19 M,C++ 11,1.7 K,cutekibry,2018-09-15 22:54:23
199665,104,普通平衡树,Accepted,100,286 ms,1.50 M,C++ 11,2.3 K,cutekibry,2018-09-15 21:50:44
199662,103,子串查找,Accepted,100,106 ms,1.25 M,C++ 11,544 B,cutekibry,2018-09-15 21:48:10
199621,102,最小费用流,Accepted,100,3263 ms,636 K,C++ 11,1.6 K,cutekibry,2018-09-15 21:23:48
199282,101,最大流,Accepted,100,114 ms,252 K,C++ 11,1.4 K,cutekibry,2018-09-15 13:56:14
198932,100,矩阵乘法,Accepted,100,1441 ms,3.02 M,C++ 11,676 B,cutekibry,2018-09-15 9:50:56
20479,3,Copycat,Accepted,100,18 ms,376 K,C++ 11,276 B,cutekibry,2017-07-26 14:19:30
20475,2,"Hello, World!",Accepted,100,14 ms,3.19 M,Python 3,22 B,cutekibry,2017-07-26 14:13:07
20474,1,A + B Problem,Accepted,100,44 ms,3.36 M,Python 3,58 B,cutekibry,2017-07-26 14:09:43
